,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
1467,1558,koma,0,5,9,37
1468,1559,deadman wonderland,11,0,1,0
1469,1560,invader zim,11,0,4,9
1470,1561,future world,0,5,8,8
1471,1562,resident evil 2,0,15,8,23
1472,1563,mortal kombat 11,0,5,9,37
1473,1564,digimon: digital monsters,11,0,4,9
1474,1565,this island earth,12,4,8,11
1475,1566,creeped out,0,5,3,56
1476,1567,the magic school bus,11,5,2,12
1477,1568,childhood's end,1,9,13,6
1478,1569,m.o.d.o.k.,11,0,2,78
1479,1570,ultraman,11,0,4,9
1480,1571,the banana splits movie,0,2,14,95
1481,1572,the real ghost busters,11,0,2,78
1482,1573,toki o kakeru shôjo,11,5,2,12
1483,1574,memorîzu,11,9,13,161
1484,1575,a-x-l,0,5,1,39
1485,1576,clockstoppers,0,5,2,2
1486,1577,vanitas no carte,11,8,14,100
1487,1578,last resort,0,1,5,27
1488,1579,impulse,0,1,8,5
1489,1580,beyond belief: fact or fiction,5,14,9,119
1490,1581,vampire hunter d: bloodlust,11,0,1,0
1491,1582,"the adventures of jimmy neutron, boy genius",11,5,2,12
1492,1583,tin man,4,8,8,51
1493,1584,the ewok adventure,4,10,9,92
1494,1585,short circuit 2,2,1,11,73
1495,1586,le chant du loup,0,5,8,8
1496,1587,gog,1,15,10,48
1497,1588,the hidden,12,9,13,162
1498,1589,deepstar six,0,15,8,23
1499,1590,mysterious island,4,10,9,92
1500,1591,one step beyond,1,8,14,55
1501,1592,beneath the planet of the apes,0,5,8,8
1502,1594,black panther: origins,13,0,4,65
1503,1595,"tomorrow, when the war began",0,5,1,39
1504,1596,arq,0,9,13,40
1505,1597,smart house,2,1,11,73
1506,1598,body bags,2,15,8,4
1507,1599,riaru onigokko,0,1,9,81
1508,1600,black sheep,2,15,8,4
1509,1601,the tribe,1,11,8,33
1510,1602,the fly ii,1,15,8,42
1511,1603,biohazard 4,0,5,9,37
1512,1604,phil of the future,4,2,11,45
1513,1605,cabin fever,12,9,13,162
1514,1606,suburban commando,0,2,8,43
1515,1607,little einsteins,11,5,2,12
1516,1608,the librarian: the curse of the judas chalice,0,5,2,2
1517,1609,alone in the dark,0,15,8,23
1518,1610,owari no seraph,11,0,4,9
1519,1611,apollo 18,12,4,8,11
1520,1612,the listener,3,1,9,101
1521,1613,batman: caped crusader,11,0,4,9
1522,1614,linoleum,2,1,8,75
1523,1615,the imperfects,4,1,9,13
1524,1616,misfits of science,4,2,8,178
1525,1617,dragon ball gt: doragon bôru jîtî,11,0,4,9
1526,1618,"eerie, indiana",4,2,1,169
1527,1619,the philadelphia experiment,4,1,10,132
1528,1620,dr. brain,1,4,8,168
1529,1621,justice society: world war ii,11,0,4,9
1530,1622,the green hornet,0,5,3,56
1531,1623,spider-man: freshman year,11,0,4,9
1532,1625,buzz lightyear of star command: the adventure begins,11,0,4,9
1533,1626,gotham city sirens,0,5,2,2
1534,1627,the deep,11,0,4,9
1535,1628,cyberpunk: edgerunners,11,0,4,9
1536,1629,turbo kid,0,5,2,2
1537,1630,halo 4: forward unto dawn,0,9,13,40
1538,1631,tentacoli,0,5,2,2
1539,1632,beyond: two souls,0,5,1,39
1540,1633,how to talk to girls at parties,2,17,10,104
1541,1634,reboot,11,0,4,9
1542,1635,shin ultraman,0,5,1,39
1543,1636,kiss me deadly,3,12,5,60
1544,1637,jungle beat: the movie,11,5,2,12
1545,1638,kingsglaive: final fantasy xv,11,0,4,9
1546,1639,toraburu,11,0,2,78
1547,1640,space: above and beyond,0,5,1,39
1548,1641,dead heat,0,2,14,95
1549,1642,after the dark,1,8,8,70
1550,1643,control,0,5,14,18
1551,1644,starship troopers: traitor of mars,11,0,8,121
1552,1645,fainaru fantajî sebun adobento chirudoren,11,0,4,9
1553,1646,powers,0,3,1,184
1554,1648,static shock,11,0,4,9
1555,1649,sharknado 3: oh hell no!,0,5,2,2
1556,1650,pulse,12,9,13,162
1557,1651,charly,1,11,8,33
1558,1654,proxima,0,5,1,39
1559,1655,shining sex,1,9,13,6
1560,1656,life like,1,9,13,6
1561,1658,nemesis,0,9,13,40
1562,1659,mission: impossible,0,5,3,56
1563,1660,krypto the superdog,11,0,4,9
1564,1661,teen titans: the judas contract,11,0,4,9
1565,1662,iron sky: the coming race,0,5,2,2
1566,1663,prityazhenie,1,11,8,33
1567,1664,battle at big rock,13,0,4,65
1568,1665,the fury,12,9,13,162
1569,1666,the seed,2,15,8,4
1570,1667,slaughterhouse-five,2,1,8,75
1571,1668,assassin's creed: odyssey,0,5,9,37
1572,1669,the final cut,1,9,13,6
1573,1670,minecraft,0,5,11,28
1574,1671,the ray bradbury theater,1,8,14,55
1575,1672,tron: uprising,11,0,4,9
1576,1673,deadly friend,1,15,8,42
1577,1674,the hunger,1,8,14,55
1578,1675,in like flint,0,5,2,2
1579,1676,the man with two brains,2,11,8,79
1580,1677,batman: arkham asylum,0,5,3,56
1581,1678,the hitchhiker,1,15,5,19
1582,1679,halo: nightfall,0,5,5,29
1583,1680,the beach house,1,15,5,19
1584,1682,baby geniuses,2,3,11,102
1585,1683,ji qi zhi xue,0,9,13,40
1586,1684,blade: the series,0,1,9,81
1587,1685,gantz: o,11,0,1,0
1588,1686,äkta människor,1,9,13,6
1589,1687,terminator ii,0,5,9,37
1590,1688,steins;gate 0,11,1,5,146
1591,1689,"cube: ichido haittara, saigo",12,4,8,11
1592,1690,mindwarp,12,9,13,162
1593,1691,harmony,0,15,8,23
1594,1692,3below: tales of arcadia,11,0,4,9
1595,1693,dying light 2: stay human,0,5,14,18
1596,1694,the spine of night,11,0,4,9
1597,1695,"harvey birdman, attorney at law",11,2,8,52
1598,1697,sanyangeui sigan,0,3,1,184
1599,1699,r.l. stine's the haunting hour,0,5,2,2
1600,1700,jurassic world evolution 2,4,10,8,30
1601,1701,deep blue sea 2,0,15,8,23
1602,1702,no ordinary family,0,2,1,85
1603,1703,stake land,1,15,8,42
1604,1704,evangelion shin gekijôban: jo,11,0,1,0
1605,1705,team thor,13,2,9,145
1606,1706,my adventures with superman,11,0,4,9
1607,1707,made in abyss: fukaki tamashî no reimei,11,5,1,122
1608,1708,nutty professor ii: the klumps,2,11,8,79
1609,1709,justice league vs. teen titans,11,0,4,9
1610,1711,lost in austen,1,8,10,41
1611,1712,the dark side of the moon,0,15,5,94
1612,1713,seobok,0,9,13,40
1613,1714,heavy rain,3,1,5,15
1614,1715,vratar galaktiki,0,9,15,96
1615,1716,cocoon: the return,4,2,5,129
1616,1717,ice soldiers,0,9,13,40
1617,1718,autómata,0,1,8,5
1618,1719,tenshi no tamago,11,1,9,88
1619,1720,2-headed shark attack,0,5,2,2
1620,1721,hardware wars,0,2,8,43
1621,1722,star trek: renegades,0,5,8,8
1622,1723,mass effect: legendary edition,0,5,8,8
1623,1724,otomege sekai wa mob ni kibishii sekai desu,11,2,9,135
1624,1725,a pokol mélyén,12,9,13,162
1625,1726,generator rex,11,0,4,9
1626,1728,yôjû toshi,11,0,9,16
1627,1729,taylor swift: bad blood,13,8,16,86
1628,1730,rendezvous with rama,4,4,8,120
1629,1731,teen titans go! vs. teen titans,11,0,4,9
1630,1732,down,0,15,5,94
1631,1733,portal 2,4,2,8,178
1632,1734,ss-gb,0,1,8,5
1633,1735,lapsis,1,4,8,168
1634,1736,batman and harley quinn,11,0,4,9
1635,1737,small wonder,2,10,8,17
1636,1738,shorts,4,2,11,45
1637,1739,the adventures of bob & doug mckenzie: strange brew,2,3,8,152
1638,1740,something in the dirt,2,15,8,4
1639,1741,lilo & stitch: the series,11,0,4,9
1640,1742,"batman: the dark knight returns, part 2",11,0,3,64
1641,1743,the ice pirates,0,5,2,2
1642,1744,kamisama no iu tôri,4,15,8,34
1643,1745,ewoks: the battle for endor,4,10,9,92
1644,1746,666 park avenue,1,8,14,55
1645,1747,clone high,11,2,8,52
1646,1748,dinotopia,4,10,9,92
1647,1749,chosen,1,4,8,168
1648,1750,hostile,1,15,8,42
1649,1752,multiversus,0,8,8,1
1650,1753,ben 10: race against time,0,5,11,28
1651,1754,the colony,0,9,13,40
1652,1755,power rangers s.p.d.,0,5,8,8
1653,1756,alien,12,9,13,162
1654,1757,star wars: the force unleashed,0,5,9,37
1655,1758,destiny 2,0,5,9,37
1656,1759,link click,11,0,9,16
1657,1760,tremors 3: back to perfection,0,2,14,95
1658,1761,fortress,0,3,8,77
1659,1762,samâ uôzu,11,0,4,9
1660,1763,lake placid: the final chapter,0,5,2,2
1661,1764,lake placid 3,0,5,2,2
1662,1766,modern problems,2,8,8,136
1663,1767,teen titans go! & dc super hero girls: mayhem in the multiverse,11,0,4,9
1664,1768,avengers: quantum encounter,13,0,2,124
1665,1769,the adventures of pluto nash,0,2,8,43
1666,1771,a trip to the moon,13,0,4,65
1667,1772,ghoul,1,8,14,55
1668,1773,class of 1999,0,15,8,23
1669,1774,shazam!,0,10,9,118
1670,1775,the callisto protocol,0,15,8,23
1671,1776,quarantine 2: terminal,12,9,13,162
1672,1777,viper,0,5,3,56
1673,1778,mortal kombat: conquest,0,5,9,37
1674,1779,mass effect 3,0,5,8,8
1675,1780,fateful findings,1,8,5,31
1676,1781,metal gear rising: revengeance,0,5,8,8
1677,1782,steel,0,5,3,56
1678,1783,jin-rô,11,0,1,0
1679,1785,first wave,4,1,5,80
1680,1786,thor: god of thunder,0,5,9,37
1681,1787,extant,1,9,13,6
1682,1788,mænd & høns,2,1,5,113
1683,1789,escape from tomorrow,1,8,14,55
1684,1790,extraterrestrial,0,15,5,94
1685,1791,leprechaun 4: in space,2,8,14,44
1686,1792,x,12,9,13,162
1687,1793,star-crossed,1,11,8,33
1688,1794,unbreakable kimmy schmidt: kimmy vs the reverend,4,2,5,129
1689,1795,aquarium of the dead,0,2,14,95
1690,1796,freejack,0,3,8,77
1691,1797,godsend,0,1,9,81
1692,1798,flcl,11,0,2,78
1693,1799,i'm ok,4,1,8,63
1694,1800,the event,3,1,5,15
1695,1801,robot jox,0,9,13,40
1696,1802,koi wa sekai seifuku no ato de,11,0,2,78
1697,1803,il ragazzo invisibile,0,5,2,2
1698,1804,batman: assault on arkham,11,0,4,9
1699,1805,gantz,11,0,1,0
1700,1806,screamers,12,9,13,162
